"Species","GeneID","Elements","GeneName","Citation.s....DOI.only","Closest.species.orthologs","Tissue","Comments","Primary.Inferred","Inferred.from","Inferred.Elements","A.thaliana_TAIR10 orthologs","G.max_Wm82.a2.v1 orthologs","M.truncatula_Mt4.0v1 orthologs","O.sativa_v7.0 orthologs","P.trichocarpa_v4.1 orthologs","S.bicolor_v3.1.1 orthologs","S.italica_v2.2 orthologs","S.viridis_v2.1 orthologs","V.vinifera_v2.1 orthologs","Z.mays_RefGen_V4 orthologs"
"P.trichocarpa_v4.1","Potri.014G088000","Fe",NA,NA,NA,NA,NA,"Inferred","AtFRO2",NA,"AT5G23990, AT5G23980, AT1G01580, AT1G23020, AT1G01590","Glyma.10G231600, Glyma.10G231700, Glyma.18G235900, Glyma.16G033800, Glyma.07G067700","Medtr1g100130, Medtr1g100150, Medtr8g031070, Medtr8g028780, Medtr8g028795","LOC_Os04g48930","Potri.017G142800, Potri.004G079200, Potri.004G079100, Potri.017G142700, Potri.014G088000","","","","VIT_216s0050g00990, VIT_216s0050g00980, VIT_215s0046g01900, VIT_215s0046g01920",""
"P.trichocarpa_v4.1","Potri.014G097900","K,Ca,Mg",NA,NA,NA,NA,NA,"Inferred","AtCNGC10",NA,"AT1G01340, AT4G01010","","","","Potri.014G097900, Potri.002G170000","","","","",""
"P.trichocarpa_v4.1","Potri.014G106200","Zn",NA,NA,NA,NA,NA,"Inferred","AtMTP1",NA,"AT2G46800, AT3G61940","","","","Potri.014G106200","","","","",""
"P.trichocarpa_v4.1","Potri.014G116000","B",NA,NA,NA,NA,NA,"Inferred","AtBOR1,AtBOR2,OsBOR1",NA,"AT2G47160, AT3G62270","Glyma.03G222300, Glyma.19G219500","Medtr7g110000","LOC_Os12g37840","Potri.014G116000, Potri.002G191000","Sobic.008G132300","Seita.3G333100","Sevir.3G347400","VIT_207s0005g02060","Zm00001d041590, Zm00001d030656"
"P.trichocarpa_v4.1","Potri.014G131300","As",NA,NA,NA,NA,NA,"Inferred","AtHAC1,OsHAC1;1,OsHAC1;2",NA,"AT2G21045, AT2G17850, AT5G66170","Glyma.12G017900, Glyma.01G165300, Glyma.11G077900, Glyma.02G047000, Glyma.16G126500","Medtr2g017630, Medtr2g059890, Medtr5g022390, Medtr8g075420","LOC_Os04g17660, LOC_Os02g01220","Potri.014G131300, Potri.005G111200","Sobic.006G032700, Sobic.004G002600","Seita.2G199200, Seita.1G002000","Sevir.2G207400, Sevir.1G001900","VIT_204s0023g03590, VIT_204s0023g03600","Zm00001d025081"
"P.trichocarpa_v4.1","Potri.014G179400","K",NA,NA,NA,NA,NA,"Inferred","AtNRT1.5/NPF7.3",NA,"AT4G21680, AT1G32450","Glyma.09G237600, Glyma.18G097800, Glyma.18G260000, Glyma.05G070600, Glyma.17G153300, Glyma.01G200100, Glyma.11G042000","Medtr7g010820, Medtr4g098800, Medtr5g014150","","Potri.014G179400, Potri.003G088800, Potri.001G145200","","","","VIT_215s0021g00330, VIT_202s0012g01160",""
"P.trichocarpa_v4.1","Potri.014G180100","As",NA,NA,NA,NA,NA,"Inferred","OsABCC7",NA,"AT3G60970, AT3G60160","Glyma.07G121900, Glyma.03G101000","Medtr0874s0020, Medtr8g009640","LOC_Os04g49900, LOC_Os04g49890","Potri.014G180100","Sobic.006G054200, Sobic.006G195800","Seita.7G043600, Seita.7G076800, Seita.7G076700, Seita.7G216700","Sevir.7G048600, Sevir.7G083600, Sevir.7G083400, Sevir.7G228400","VIT_215s0021g00220","Zm00001d026041, Zm00001d002503"
"P.trichocarpa_v4.1","Potri.014G195800","Zn,Cd,As",NA,NA,NA,NA,NA,"Inferred","AtPCS1,OsPCS2",NA,"AT1G03980, AT5G44070","Glyma.03G165100, Glyma.03G165000, Glyma.19G166400","Medtr7g097200, Medtr7g097190","LOC_Os06g01260","Potri.014G195900, Potri.014G195800","Sobic.003G024300, Sobic.003G024200","Seita.5G146100, Seita.5G146200","Sevir.5G144600, Sevir.5G144700","VIT_207s0005g03760","Zm00001d008902"
"P.trichocarpa_v4.1","Potri.014G195900","Zn,Cd,As",NA,NA,NA,NA,NA,"Inferred","AtPCS1,OsPCS2",NA,"AT1G03980, AT5G44070","Glyma.03G165100, Glyma.03G165000, Glyma.19G166400","Medtr7g097200, Medtr7g097190","LOC_Os06g01260","Potri.014G195900, Potri.014G195800","Sobic.003G024300, Sobic.003G024200","Seita.5G146100, Seita.5G146200","Sevir.5G144600, Sevir.5G144700","VIT_207s0005g03760","Zm00001d008902"
"P.trichocarpa_v4.1","Potri.015G013200","K",NA,NA,NA,NA,NA,"Inferred","AtCBL10",NA,"AT4G33000, AT4G16350","Glyma.17G229500, Glyma.07G010800, Glyma.08G194000","Medtr1g016430, Medtr8g016170, Medtr2g027520, Medtr2g027500","LOC_Os01g39770, LOC_Os01g51420","Potri.006G230200, Potri.003G037800, Potri.015G013200, Potri.001G090200","Sobic.003G196400, Sobic.003G275000","Seita.5G259100, Seita.5G291900","Sevir.5G210300, Sevir.5G294932","VIT_204s0008g00960, VIT_204s0008g00950","Zm00001d044285"
"P.trichocarpa_v4.1","Potri.015G019100","Pb",NA,NA,NA,NA,NA,"Inferred","AtCNGC1",NA,"AT5G53130","Glyma.14G161600, Glyma.04G237400, Glyma.06G126600","Medtr1g028370, Medtr3g091080","LOC_Os06g33570, LOC_Os06g33600, LOC_Os02g15580","Potri.015G019100, Potri.012G002200","Sobic.010G153700, Sobic.004G113400, Sobic.004G113300","Seita.4G168400, Seita.1G014200","Sevir.4G136300, Sevir.1G014200","VIT_216s0050g02560","Zm00001d037035, Zm00001d053401"
"P.trichocarpa_v4.1","Potri.015G046200","P",NA,NA,NA,NA,NA,"Inferred","AtMYB62",NA,"AT1G68320, AT1G25340","Glyma.08G042100, Glyma.05G234600, Glyma.07G092800, Glyma.09G183400, Glyma.10G273000, Glyma.20G117000","Medtr1g110460","LOC_Os01g03720","Potri.015G046200, Potri.012G055600, Potri.010G123000, Potri.008G122100","Sobic.003G087600","Seita.5G087200","Sevir.5G085400","VIT_217s0000g03560, VIT_201s0011g03730","Zm00001d040019, Zm00001d008528"
"P.trichocarpa_v4.1","Potri.015G066000","Na",NA,NA,NA,NA,NA,"Inferred","AtAHA4",NA,"AT5G62670, AT3G47950","Glyma.13G065400, Glyma.19G019200, Glyma.06G189900, Glyma.04G174800, Glyma.17G096100, Glyma.05G030700","Medtr6g011310, Medtr4g107500","LOC_Os03g48310, LOC_Os12g44150, LOC_Os07g09340","Potri.012G071600, Potri.015G066000","Sobic.001G132400, Sobic.008G190500, Sobic.002G065000","Seita.9G134900, Seita.3G406700, Seita.2G068600","Sevir.9G133800, Sevir.3G424800, Sevir.2G071500","VIT_214s0066g02550, VIT_217s0000g05540","Zm00001d033552, Zm00001d041214, Zm00001d019062"
"P.trichocarpa_v4.1","Potri.015G066600","Fe,Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtBTSL2,AtBTSL1",NA,"AT1G74770, AT1G18910","Glyma.17G096900","Medtr4g107440","","Potri.015G066600","","","","VIT_217s0000g05480",""
"P.trichocarpa_v4.1","Potri.015G080300","Ca",NA,NA,NA,NA,NA,"Inferred","AtLOTR1",NA,"AT5G50150, AT1G10750, AT1G70550, AT1G23340","Glyma.05G039800, Glyma.17G087100, Glyma.10G167900, Glyma.02G037400, Glyma.01G027800","Medtr3g077430, Medtr4g105400, Medtr8g069575, Medtr8g069590, Medtr8g069630, Medtr2g073050, Medtr5g033650","LOC_Os01g07570, LOC_Os06g28000, LOC_Os01g36660, LOC_Os11g47740","Potri.012G088300, Potri.015G080300, Potri.008G188000, Potri.010G044300","Sobic.003G052000, Sobic.010G143300, Sobic.003G184500","Seita.5G120400, Seita.4G150700, Seita.5G194000, Seita.8G156400, Seita.3G283200","Sevir.5G117000, Sevir.4G161600, Sevir.5G196200","VIT_217s0000g08870, VIT_200s0394g00010","Zm00001d008716, Zm00001d045987, Zm00001d044534"
"P.trichocarpa_v4.1","Potri.015G117700","Fe,Mn,Co,Cd,Zn",NA,NA,NA,NA,NA,"Inferred","AtIRT1,MtZIP6",NA,"AT1G31260, AT5G45105, AT4G19680, AT4G19690","Glyma.07G223200, Glyma.20G022500","Medtr4g083570","","Potri.015G117900, Potri.015G117700","","","","VIT_210s0042g01100",""
"P.trichocarpa_v4.1","Potri.015G117900","Fe,Mn,Co,Cd,Zn",NA,NA,NA,NA,NA,"Inferred","AtIRT1,MtZIP6",NA,"AT1G31260, AT5G45105, AT4G19680, AT4G19690","Glyma.07G223200, Glyma.20G022500","Medtr4g083570","","Potri.015G117900, Potri.015G117700","","","","VIT_210s0042g01100",""
"P.trichocarpa_v4.1","Potri.015G142700","Fe,Zn,Mn,Co",NA,NA,NA,NA,NA,"Inferred","AtPYE",NA,"AT3G47640","Glyma.05G027600, Glyma.17G098900","Medtr4g108360","LOC_Os03g26210, LOC_Os07g43530","Potri.015G142700, Potri.003G074400","Sobic.001G355600, Sobic.002G385300","Seita.9G384500, Seita.2G400400","Sevir.9G389000, Sevir.2G412100","VIT_214s0108g00480, VIT_217s0000g06000","Zm00001d029339, Zm00001d022225"
"P.trichocarpa_v4.1","Potri.016G006500","Fe,Cd",NA,NA,NA,NA,NA,"Inferred","AtOPT3",NA,"AT4G16370","Glyma.07G267800, Glyma.17G006100","Medtr4g133968","LOC_Os03g54000","Potri.006G006000, Potri.016G006500","Sobic.001G087700","Seita.9G090100","Sevir.9G088600","VIT_200s0259g00120","Zm00001d034035"
"P.trichocarpa_v4.1","Potri.016G024400","Cs,Zn,Fe",NA,NA,NA,NA,NA,"Inferred","AtZIFL2,AtZIF1,OsZIFL12,ZmYS3",NA,"AT5G13750, AT5G13740, AT3G43790","Glyma.06G313700, Glyma.06G313600, Glyma.04G124800, Glyma.13G186500, Glyma.13G186700, Glyma.15G224200, Glyma.13G186400, Glyma.13G186600","Medtr3g086440, Medtr8g062990, Medtr3g010820, Medtr8g042870, Medtr8g042820, Medtr8g042780, Medtr8g042770, Medtr3g010850, Medtr1194s0010, Medtr8g075280, Medtr3g010840","LOC_Os11g04120, LOC_Os11g04104, LOC_Os12g03899, LOC_Os12g03860, LOC_Os11g04030, LOC_Os12g03830, LOC_Os11g04020","Potri.008G010600, Potri.006G026200, Potri.016G024400","Sobic.005G024800, Sobic.008G015700, Sobic.005G024900, Sobic.005G097900, Sobic.008G015800, Sobic.005G024700, Sobic.008G084800","Seita.7G312300, Seita.8G020800, Seita.8G070700, Seita.7G312500, Seita.7G312000, Seita.8G020600, Seita.3G089200","Sevir.7G322400, Sevir.8G023400, Sevir.8G071400, Sevir.7G322100, Sevir.8G023200, Sevir.3G091300","VIT_213s0047g00050, VIT_213s0047g00080, VIT_213s0047g00010, VIT_213s0047g00040, VIT_208s0040g00510","Zm00001d005002, Zm00001d052435, Zm00001d005001, Zm00001d052434, Zm00001d041111"
"P.trichocarpa_v4.1","Potri.016G037300","Fe,Mn",NA,NA,NA,NA,NA,"Inferred","AtbHLH38,AtbHLH39,OsIRO2",NA,"AT3G56970, AT3G56980, AT2G41240, AT5G04150","Glyma.19G132500, Glyma.19G132600, Glyma.03G130600, Glyma.03G130400","Medtr1g048720, Medtr1g048710, Medtr1g048750, Medtr7g090410","LOC_Os01g72370","Potri.016G037300, Potri.006G037600, Potri.006G037200","Sobic.003G428800","Seita.5G455700, Seita.9G469400","Sevir.5G462400, Sevir.9G473100","VIT_208s0007g05300, VIT_213s0073g00400, VIT_213s0047g00450","Zm00001d042062, Zm00001d011847"
"P.trichocarpa_v4.1","Potri.016G113600","Al",NA,NA,NA,NA,NA,"Inferred","OsAUX3",NA,"AT5G01240, AT2G38120","Glyma.01G114000, Glyma.03G063600, Glyma.03G063900, Glyma.07G147000, Glyma.18G198400, Glyma.02G255800, Glyma.14G060700, Glyma.11G228300, Glyma.18G029000","Medtr4g415390, Medtr7g067450, Medtr5g082220","LOC_Os01g63770, LOC_Os05g37470, LOC_Os03g14080, LOC_Os10g05690","Potri.006G098300, Potri.016G113600, Potri.008G066400, Potri.010G191000","Sobic.003G361300, Sobic.009G156600, Sobic.001G439000, Sobic.001G267100","Seita.5G387200, Seita.3G223500, Seita.9G471700, Seita.9G288200","Sevir.5G392400, Sevir.3G228500, Sevir.9G475300, Sevir.9G295700","VIT_208s0007g02030, VIT_213s0067g00330","Zm00001d042809, Zm00001d038275, Zm00001d028401, Zm00001d030310"
"P.trichocarpa_v4.1","Potri.016G115500","P,K",NA,NA,NA,NA,NA,"Inferred","AtCAX3",NA,"AT3G51860, AT2G38170","Glyma.18G200500, Glyma.07G149600, Glyma.09G159600, Glyma.03G058500, Glyma.01G122800, Glyma.03G058300, Glyma.18G063200, Glyma.02G226500, Glyma.14G193400","Medtr7g068380, Medtr4g016720, Medtr5g070330","LOC_Os05g51610, LOC_Os01g37690","Potri.016G115500, Potri.006G099900, Potri.009G045800, Potri.001G251200","Sobic.009G257800, Sobic.003G184800","Seita.3G120500, Seita.5G194500","Sevir.3G122500, Sevir.5G196600","VIT_208s0007g02240, VIT_206s0004g06570","Zm00001d009763, Zm00001d044533"
"P.trichocarpa_v4.1","Potri.016G125200","Fe",NA,NA,NA,NA,NA,"Inferred","OsMIT",NA,"AT1G07030, AT2G30160, AT1G07025","Glyma.02G231200, Glyma.14G198800","Medtr5g073040","LOC_Os03g18550","Potri.016G125200, Potri.009G077600, Potri.001G282400","Sobic.001G403700","Seita.9G437700","Sevir.9G441600","VIT_208s0058g00450, VIT_206s0004g07350","Zm00001d047709, Zm00001d028784"
"P.trichocarpa_v4.1","Potri.016G128500","Co,Ni",NA,NA,NA,NA,NA,"Inferred","AtFPN1,AtFPN2",NA,"AT5G03570, AT2G38460","Glyma.01G128300, Glyma.03G042400","Medtr4g013240, Medtr4g013245","LOC_Os06g36450","Potri.016G128500, Potri.016G128600","Sobic.010G168400","Seita.4G269800","Sevir.4G281800","VIT_208s0058g00740, VIT_208s0058g00730","Zm00001d046243"
"P.trichocarpa_v4.1","Potri.016G128600","Co,Ni",NA,NA,NA,NA,NA,"Inferred","AtFPN1,AtFPN2",NA,"AT5G03570, AT2G38460","Glyma.01G128300, Glyma.03G042400","Medtr4g013240, Medtr4g013245","LOC_Os06g36450","Potri.016G128500, Potri.016G128600","Sobic.010G168400","Seita.4G269800","Sevir.4G281800","VIT_208s0058g00740, VIT_208s0058g00730","Zm00001d046243"
"P.trichocarpa_v4.1","Potri.017G076400","P",NA,NA,NA,NA,NA,"Inferred","AtVIH2,AtVIH1",NA,"AT3G01310, AT5G15070","Glyma.13G065500, Glyma.19G019100, Glyma.18G255000, Glyma.09G241100","Medtr6g011290, Medtr7g009060","LOC_Os03g48300, LOC_Os01g56960, LOC_Os01g56980","Potri.017G076400, Potri.004G129900","Sobic.001G132600, Sobic.005G110505, Sobic.003G315166","Seita.9G135000, Seita.5G338800","Sevir.9G133900, Sevir.5G343000","VIT_214s0066g02540","Zm00001d033551"
"P.trichocarpa_v4.1","Potri.017G083300","Se",NA,NA,NA,NA,NA,"Inferred","OsLSI1",NA,"","Glyma.18G259500, Glyma.09G238200","Medtr7g010650","LOC_Os06g12310, LOC_Os02g51110","Potri.017G083300","Sobic.010G092600, Sobic.004G238100","Seita.4G098700, Seita.1G318800","Sevir.4G097800, Sevir.1G325000","VIT_214s0108g00700","Zm00001d044826, Zm00001d037228, Zm00001d052261, Zm00001d018037"
"P.trichocarpa_v4.1","Potri.017G089800","Ca,Mg",NA,NA,NA,NA,NA,"Inferred","AtCNGC2/DND1",NA,"AT5G15410","Glyma.08G241600, Glyma.18G263900","Medtr7g012260","LOC_Os03g55100","Potri.017G089800","Sobic.001G083800","Seita.9G085500","Sevir.9G083800","VIT_214s0108g01420","Zm00001d034076, Zm00001d013243"
"P.trichocarpa_v4.1","Potri.017G139700","Fe,Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtAPG5",NA,"AT5G17290","Glyma.14G210200, Glyma.02G240700","Medtr5g076920","LOC_Os02g02570","Potri.017G139700","Sobic.004G013600","Seita.1G112300","Sevir.1G112000","VIT_202s0012g02270","Zm00001d015009"
"P.trichocarpa_v4.1","Potri.017G140000","Al",NA,NA,NA,NA,NA,"Inferred","OsEXPA10",NA,"AT3G03220","Glyma.02G240900, Glyma.14G210500","Medtr5g076950","LOC_Os04g49410","Potri.004G080200, Potri.017G140000","Sobic.006G191700","Seita.7G212500","Sevir.7G224300","VIT_204s0079g00420","Zm00001d002548, Zm00001d026014"
"P.trichocarpa_v4.1","Potri.017G142700","Fe",NA,NA,NA,NA,NA,"Inferred","AtFRO2",NA,"AT5G23990, AT5G23980, AT1G01580, AT1G23020, AT1G01590","Glyma.10G231600, Glyma.10G231700, Glyma.18G235900, Glyma.16G033800, Glyma.07G067700","Medtr1g100130, Medtr1g100150, Medtr8g031070, Medtr8g028780, Medtr8g028795","LOC_Os04g48930","Potri.017G142800, Potri.004G079200, Potri.004G079100, Potri.017G142700, Potri.014G088000","","","","VIT_216s0050g00990, VIT_216s0050g00980, VIT_215s0046g01900, VIT_215s0046g01920",""
"P.trichocarpa_v4.1","Potri.017G142800","Fe",NA,NA,NA,NA,NA,"Inferred","AtFRO2",NA,"AT5G23990, AT5G23980, AT1G01580, AT1G23020, AT1G01590","Glyma.10G231600, Glyma.10G231700, Glyma.18G235900, Glyma.16G033800, Glyma.07G067700","Medtr1g100130, Medtr1g100150, Medtr8g031070, Medtr8g028780, Medtr8g028795","LOC_Os04g48930","Potri.017G142800, Potri.004G079200, Potri.004G079100, Potri.017G142700, Potri.014G088000","","","","VIT_216s0050g00990, VIT_216s0050g00980, VIT_215s0046g01900, VIT_215s0046g01920",""
"P.trichocarpa_v4.1","Potri.018G053300","Fe",NA,NA,NA,NA,NA,"Inferred","AtIRT3",NA,"AT1G10970, AT1G60960, AT4G33020","Glyma.17G228600, Glyma.14G094900, Glyma.06G052000","Medtr1g016120, Medtr3g104400, Medtr4g006710","LOC_Os06g37010, LOC_Os05g10940","Potri.018G053300","Sobic.010G171300, Sobic.009G073100","Seita.4G237500, Seita.3G112800","Sevir.4G249800, Sevir.3G115200","VIT_204s0008g01260","Zm00001d036965, Zm00001d037756"
"P.trichocarpa_v4.1","Potri.018G095900","Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,NA,"Inferred","AtMYB36",NA,"AT5G57620","Glyma.13G094400, Glyma.17G065800","Medtr4g128670","LOC_Os08g15020","Potri.006G171184, Potri.006G170800, Potri.018G095900","Sobic.007G092300","Seita.6G097100","Sevir.6G105000","VIT_211s0052g01490","Zm00001d050185"
"P.trichocarpa_v4.1","Potri.018G119200","K",NA,NA,NA,NA,NA,"Inferred","AtCIPK23",NA,"AT1G30270","Glyma.09G089700","Medtr2g049790","LOC_Os07g05620","Potri.018G119200, Potri.006G062800","Sobic.002G034700","Seita.2G032200","Sevir.2G037000","VIT_210s0003g04020","Zm00001d018799"
"P.trichocarpa_v4.1","Potri.018G130500","Na",NA,NA,NA,NA,NA,"Inferred","AtSOS2",NA,"AT5G35410","Glyma.17G113700, Glyma.13G166100","Medtr4g114670","LOC_Os06g40370","Potri.006G068400, Potri.018G130500","Sobic.010G186300","Seita.4G221700","Sevir.4G231900","VIT_211s0016g05420","Zm00001d000407, Zm00001d036879"
"P.trichocarpa_v4.1","Potri.018G132200","Na,K",NA,NA,NA,NA,NA,"Inferred","AtHKT1;1,OsHKT1;5,ZmHKT1;2,ZmHKT1",NA,"AT4G10310","Glyma.07G130100, Glyma.12G133400, Glyma.06G271600, Glyma.01G002300","Medtr6g092890, Medtr6g092970, Medtr6g092840, Medtr6g092820, Medtr6g092940","LOC_Os04g51830, LOC_Os01g20160, LOC_Os02g07830","Potri.018G132200","Sobic.006G208100, Sobic.003G145800, Sobic.004G059800","Seita.7G230500, Seita.7G230600, Seita.5G192900, Seita.5G024400, Seita.1G068700","Sevir.7G241950, Sevir.5G195200, Sevir.5G023200, Sevir.1G067600","VIT_211s0103g00010, VIT_211s0103g00050, VIT_211s0103g00130, VIT_211s0103g00140, VIT_211s0103g00150","Zm00001d002378, Zm00001d040627"
"P.trichocarpa_v4.1","Potri.019G018200","Fe,Cd,Zn,Co,Mo",NA,NA,NA,NA,NA,"Inferred","AtMYB72,AtMYB10",NA,"AT3G23250, AT3G12820, AT1G56160, AT1G79180, AT1G16490, AT2G31180, AT1G06180","Glyma.08G168100, Glyma.15G259400, Glyma.10G165800, Glyma.20G223400, Glyma.03G250600, Glyma.19G248100","Medtr2g067420, Medtr7g115650","LOC_Os04g43680, LOC_Os02g41510, LOC_Os10g33810","Potri.007G067600, Potri.005G096600, Potri.019G018200","Sobic.006G148000, Sobic.004G219800, Sobic.001G219200","Seita.7G167300, Seita.1G239400, Seita.9G222100","Sevir.7G176600, Sevir.1G244400, Sevir.9G221500","VIT_219s0085g00050","Zm00001d003064, Zm00001d025864, Zm00001d017268, Zm00001d051149, Zm00001d014029, Zm00001d032694"
"P.trichocarpa_v4.1","Potri.019G020900","P",NA,NA,NA,NA,NA,"Inferred","AtPHR1",NA,"AT5G29000, AT3G04450, AT2G20400, AT4G28610","Glyma.10G039700, Glyma.13G126200, Glyma.19G167500, Glyma.03G166400, Glyma.19G247600, Glyma.03G250000","Medtr7g098250, Medtr1g080330, Medtr7g115530","LOC_Os07g25710","Potri.002G257800.11.p, Potri.013G048000, Potri.019G020900","Sobic.002G121600","Seita.2G118400","Sevir.2G125000","VIT_207s0005g04120, VIT_214s0036g01380","Zm00001d019536"
