"Species","GeneID","GeneName","Elements","Citation.s....DOI.only","Closest.species.orthologs","Tissue","Comments","Primary.Inferred","Inferred.from","Inferred.Elements","A.thaliana_TAIR10 orthologs","G.max_Wm82.a2.v1 orthologs","M.truncatula_Mt4.0v1 orthologs","O.sativa_v7.0 orthologs","P.trichocarpa_v4.1 orthologs","S.bicolor_v3.1.1 orthologs","S.italica_v2.2 orthologs","S.viridis_v2.1 orthologs","V.vinifera_v2.1 orthologs","Z.mays_RefGen_V4 orthologs"
"Z.mays_RefGen_V4","Zm00001d049375",NA,"Zn,Mn",NA,NA,NA,NA,"Inferred","AtZIP5,AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
"Z.mays_RefGen_V4","Zm00001d049384",NA,"Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AtILR3,OsPRI1",NA,"AT5G54680, AT1G51070","Glyma.15G063000, Glyma.15G062600, Glyma.12G196700, Glyma.13G305500, Glyma.12G136300, Glyma.06G266800, Glyma.13G286700, Glyma.12G214900","Medtr2g089000, Medtr4g081370, Medtr2g082640","LOC_Os08g04390, LOC_Os07g35870","Potri.004G031800, Potri.011G031000, Potri.001G416600, Potri.011G132400","Sobic.007G033800, Sobic.002G329300","Seita.6G069500, Seita.2G342600","Sevir.6G068300, Sevir.2G352900","VIT_200s0532g00050, VIT_219s0014g05100, VIT_212s0059g02650","Zm00001d027911, Zm00001d046173, Zm00001d049384, Zm00001d046571, Zm00001d024679, Zm00001d021701"
"Z.mays_RefGen_V4","Zm00001d049445",NA,"Na,Fe,Zn,Mn,Mo",NA,NA,NA,NA,"Inferred","AtCTL1",NA,"AT3G15380","Glyma.13G278300, Glyma.12G223200, Glyma.12G150800, Glyma.06G246600","Medtr2g079490, Medtr8g059125","LOC_Os04g58504, LOC_Os04g58470","Potri.011G121100","Sobic.007G000700, Sobic.006G270400","Seita.6G001600, Seita.3G012800","Sevir.6G001500, Sevir.3G014100","VIT_219s0014g02970","Zm00001d052748, Zm00001d001803, Zm00001d049445"
"Z.mays_RefGen_V4","Zm00001d049578",NA,"As",NA,NA,NA,NA,"Inferred","OsNIP3;2,OsNIP3;3",NA,"","","","LOC_Os12g10280, LOC_Os08g05600, LOC_Os08g05590","","Sobic.007G039500, Sobic.007G039600","Seita.6G063300, Seita.6G063400, Seita.6G062200","Sevir.6G061200, Sevir.6G061300, Sevir.6G060000","","Zm00001d049578"
"Z.mays_RefGen_V4","Zm00001d049610",NA,"Cd",NA,NA,NA,NA,"Inferred","AtTSB1",NA,"AT5G54810, AT4G27070","Glyma.18G102800, Glyma.08G312300","Medtr3g051120, Medtr3g049410","LOC_Os08g04180","Potri.001G420300, Potri.011G136000","Sobic.007G032000","Seita.6G072900","Sevir.6G072000","VIT_219s0177g00310","Zm00001d049610, Zm00001d024702"
"Z.mays_RefGen_V4","Zm00001d049993",NA,"Zn,Mn",NA,NA,NA,NA,"Inferred","AtZIP5,AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
"Z.mays_RefGen_V4","Zm00001d050185",NA,"Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,"Inferred","AtMYB36",NA,"AT5G57620","Glyma.13G094400, Glyma.17G065800","Medtr4g128670","LOC_Os08g15020","Potri.006G171184, Potri.006G170800, Potri.018G095900","Sobic.007G092300","Seita.6G097100","Sevir.6G105000","VIT_211s0052g01490","Zm00001d050185"
"Z.mays_RefGen_V4","Zm00001d051149",NA,"Fe,Cd,Zn,Co,Mo",NA,NA,NA,NA,"Inferred","AtMYB72,AtMYB10",NA,"AT3G23250, AT3G12820, AT1G56160, AT1G79180, AT1G16490, AT2G31180, AT1G06180","Glyma.08G168100, Glyma.15G259400, Glyma.10G165800, Glyma.20G223400, Glyma.03G250600, Glyma.19G248100","Medtr2g067420, Medtr7g115650","LOC_Os04g43680, LOC_Os02g41510, LOC_Os10g33810","Potri.007G067600, Potri.005G096600, Potri.019G018200","Sobic.006G148000, Sobic.004G219800, Sobic.001G219200","Seita.7G167300, Seita.1G239400, Seita.9G222100","Sevir.7G176600, Sevir.1G244400, Sevir.9G221500","VIT_219s0085g00050","Zm00001d003064, Zm00001d025864, Zm00001d017268, Zm00001d051149, Zm00001d014029, Zm00001d032694"
"Z.mays_RefGen_V4","Zm00001d051333",NA,"Mg,P,S,Co",NA,NA,NA,NA,"Inferred","AtUCC2",NA,"AT2G44790, AT3G60270, AT3G60280","Glyma.03G109900, Glyma.07G115000","Medtr8g007035, Medtr8g007020","LOC_Os04g46130, LOC_Os02g43660","Potri.014G049600","Sobic.006G166800, Sobic.004G297900","Seita.2G157200, Seita.1G256300","Sevir.7G198000, Sevir.1G260500","VIT_215s0021g01390","Zm00001d002772, Zm00001d051333, Zm00001d017455"
"Z.mays_RefGen_V4","Zm00001d051552",NA,"Na,K,Rb,Mg,Ca,Fe,Mo",NA,NA,NA,NA,"Inferred","AtTSC10a",NA,"AT5G19200, AT3G06060","Glyma.15G105400, Glyma.13G207200, Glyma.12G174300","Medtr3g098750, Medtr2g022600","LOC_Os02g47350","Potri.010G191800","Sobic.004G269700, Sobic.004G337066","Seita.1G287300","Sevir.1G292400","VIT_205s0020g02840","Zm00001d051552, Zm00001d017748"
"Z.mays_RefGen_V4","Zm00001d051945",NA,"P",NA,NA,NA,NA,"Inferred","AtPHO1,OsPHO1;2",NA,"AT3G23430","Glyma.02G003700, Glyma.10G004800, Glyma.20G206900, Glyma.10G183300","Medtr1g041695, Medtr1g075640","LOC_Os02g56510","Potri.008G169400, Potri.010G069000","Sobic.004G339800","Seita.1G360400","Sevir.1G367100","VIT_205s0049g01410","Zm00001d051945, Zm00001d018445"
"Z.mays_RefGen_V4","Zm00001d052145",NA,"K",NA,NA,NA,NA,"Inferred","AtCPR5",NA,"AT5G64930","Glyma.06G145800","Medtr3g094760","LOC_Os01g68970, LOC_Os02g53070","Potri.007G082100, Potri.005G083600","Sobic.003G402900, Sobic.004G312100","Seita.5G428700, Seita.1G334300","Sevir.5G434600, Sevir.1G340900","VIT_207s0031g01470","Zm00001d012040, Zm00001d052145"
"Z.mays_RefGen_V4","Zm00001d052261",NA,"Se",NA,NA,NA,NA,"Inferred","OsLSI1",NA,"","Glyma.18G259500, Glyma.09G238200","Medtr7g010650","LOC_Os06g12310, LOC_Os02g51110","Potri.017G083300","Sobic.010G092600, Sobic.004G238100","Seita.4G098700, Seita.1G318800","Sevir.4G097800, Sevir.1G325000","VIT_214s0108g00700","Zm00001d044826, Zm00001d037228, Zm00001d052261, Zm00001d018037"
"Z.mays_RefGen_V4","Zm00001d052364",NA,"Se,S",NA,NA,NA,NA,"Inferred","AtCPNIFS",NA,"AT1G08490","Glyma.09G021000, Glyma.15G127400","Medtr3g083980","LOC_Os12g18900","Potri.009G066000","Sobic.005G014700, Sobic.004G132600","Seita.1G134500","Sevir.1G132950","VIT_206s0009g02300","Zm00001d052364"
"Z.mays_RefGen_V4","Zm00001d052434",NA,"Cs,Zn,Fe",NA,NA,NA,NA,"Inferred","AtZIFL2,AtZIF1,OsZIFL12,ZmYS3",NA,"AT5G13750, AT5G13740, AT3G43790","Glyma.06G313700, Glyma.06G313600, Glyma.04G124800, Glyma.13G186500, Glyma.13G186700, Glyma.15G224200, Glyma.13G186400, Glyma.13G186600","Medtr3g086440, Medtr8g062990, Medtr3g010820, Medtr8g042870, Medtr8g042820, Medtr8g042780, Medtr8g042770, Medtr3g010850, Medtr1194s0010, Medtr8g075280, Medtr3g010840","LOC_Os11g04120, LOC_Os11g04104, LOC_Os12g03899, LOC_Os12g03860, LOC_Os11g04030, LOC_Os12g03830, LOC_Os11g04020","Potri.008G010600, Potri.006G026200, Potri.016G024400","Sobic.005G024800, Sobic.008G015700, Sobic.005G024900, Sobic.005G097900, Sobic.008G015800, Sobic.005G024700, Sobic.008G084800","Seita.7G312300, Seita.8G020800, Seita.8G070700, Seita.7G312500, Seita.7G312000, Seita.8G020600, Seita.3G089200","Sevir.7G322400, Sevir.8G023400, Sevir.8G071400, Sevir.7G322100, Sevir.8G023200, Sevir.3G091300","VIT_213s0047g00050, VIT_213s0047g00080, VIT_213s0047g00010, VIT_213s0047g00040, VIT_208s0040g00510","Zm00001d005002, Zm00001d052435, Zm00001d005001, Zm00001d052434, Zm00001d041111"
"Z.mays_RefGen_V4","Zm00001d052435",NA,"Cs,Zn,Fe",NA,NA,NA,NA,"Inferred","AtZIFL2,AtZIF1,OsZIFL12,ZmYS3",NA,"AT5G13750, AT5G13740, AT3G43790","Glyma.06G313700, Glyma.06G313600, Glyma.04G124800, Glyma.13G186500, Glyma.13G186700, Glyma.15G224200, Glyma.13G186400, Glyma.13G186600","Medtr3g086440, Medtr8g062990, Medtr3g010820, Medtr8g042870, Medtr8g042820, Medtr8g042780, Medtr8g042770, Medtr3g010850, Medtr1194s0010, Medtr8g075280, Medtr3g010840","LOC_Os11g04120, LOC_Os11g04104, LOC_Os12g03899, LOC_Os12g03860, LOC_Os11g04030, LOC_Os12g03830, LOC_Os11g04020","Potri.008G010600, Potri.006G026200, Potri.016G024400","Sobic.005G024800, Sobic.008G015700, Sobic.005G024900, Sobic.005G097900, Sobic.008G015800, Sobic.005G024700, Sobic.008G084800","Seita.7G312300, Seita.8G020800, Seita.8G070700, Seita.7G312500, Seita.7G312000, Seita.8G020600, Seita.3G089200","Sevir.7G322400, Sevir.8G023400, Sevir.8G071400, Sevir.7G322100, Sevir.8G023200, Sevir.3G091300","VIT_213s0047g00050, VIT_213s0047g00080, VIT_213s0047g00010, VIT_213s0047g00040, VIT_208s0040g00510","Zm00001d005002, Zm00001d052435, Zm00001d005001, Zm00001d052434, Zm00001d041111"
"Z.mays_RefGen_V4","Zm00001d052570",NA,"Ca,K,Na,S",NA,NA,NA,NA,"Inferred","AtCCC",NA,"AT1G30450","Glyma.15G193400, Glyma.09G085300","Medtr2g048510","LOC_Os08g23440","Potri.001G357600, Potri.011G090900","Sobic.005G040700, Sobic.002G243300, Sobic.009G105900","Seita.5G025700, Seita.3G275800","Sevir.5G024400, Sevir.3G283200","VIT_210s0003g04530","Zm00001d052570, Zm00001d037970, Zm00001d010029"
"Z.mays_RefGen_V4","Zm00001d052748",NA,"Na,Fe,Zn,Mn,Mo",NA,NA,NA,NA,"Inferred","AtCTL1",NA,"AT3G15380","Glyma.13G278300, Glyma.12G223200, Glyma.12G150800, Glyma.06G246600","Medtr2g079490, Medtr8g059125","LOC_Os04g58504, LOC_Os04g58470","Potri.011G121100","Sobic.007G000700, Sobic.006G270400","Seita.6G001600, Seita.3G012800","Sevir.6G001500, Sevir.3G014100","VIT_219s0014g02970","Zm00001d052748, Zm00001d001803, Zm00001d049445"
"Z.mays_RefGen_V4","Zm00001d053025",NA,"Cu",NA,NA,NA,NA,"Inferred","AtCOPT1,MtCOPT1",NA,"AT2G37925, AT5G59040, AT2G26975, AT5G59030, AT3G46900","Glyma.11G134700, Glyma.01G106700, Glyma.18G191300, Glyma.07G141200, Glyma.18G191900, Glyma.07G141600","Medtr4g064963, Medtr4g065123, Medtr4g065660, Medtr7g066070, Medtr4g019870, Medtr0027s0220","LOC_Os05g35050, LOC_Os01g56420, LOC_Os01g56430","Potri.009G038800, Potri.001G246000, Potri.009G038700, Potri.006G093200, Potri.006G093300","Sobic.003G310200, Sobic.005G059300","Seita.5G333200, Seita.5G333000, Seita.3G293100","Sevir.5G337400, Sevir.5G337200, Sevir.3G302000","VIT_206s0004g05760, VIT_206s0004g05750, VIT_206s0004g05763, VIT_208s0007g01470","Zm00001d043323, Zm00001d053025"
"Z.mays_RefGen_V4","Zm00001d053401",NA,"Pb",NA,NA,NA,NA,"Inferred","AtCNGC1",NA,"AT5G53130","Glyma.14G161600, Glyma.04G237400, Glyma.06G126600","Medtr1g028370, Medtr3g091080","LOC_Os06g33570, LOC_Os06g33600, LOC_Os02g15580","Potri.015G019100, Potri.012G002200","Sobic.010G153700, Sobic.004G113400, Sobic.004G113300","Seita.4G168400, Seita.1G014200","Sevir.4G136300, Sevir.1G014200","VIT_216s0050g02560","Zm00001d037035, Zm00001d053401"
"Z.mays_RefGen_V4","Zm00001d053862",NA,"As",NA,NA,NA,NA,"Inferred","OsHAC4",NA,"","","","LOC_Os02g06290","","Sobic.004G046400","Seita.1G082100","Sevir.1G080600","","Zm00001d053862"
"Z.mays_RefGen_V4","Zm00001d054038",NA,"Fe",NA,NA,NA,NA,"Inferred","OsbHLH59",NA,"","","","LOC_Os02g02480","","Sobic.004G012100","Seita.1G118500","Sevir.1G117500","","Zm00001d014995, Zm00001d054038"
